lat,lon,data_id,event_date,year,event_type,sub_event_type,actor1,actor2,region,country,admin1,lat,lon,fatalities
8.9983,-72.8997,7810423,18-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.9983,-72.8997,2
0.6221,-76.9186,7755988,17-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,0.6221,-76.9186,2
2.7981,-76.4844,7755985,16-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.7981,-76.4844,3
4.5855,-74.2145,7756331,16-Mar-21,2021,Violence against civilians,Sexual violence,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Cundinamarca,4.5855,-74.2145,0
8.4905,-72.6397,7810412,16-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.4905,-72.6397,0
6.7776,-76.132,7756264,15-Mar-21,2021,Battles,Armed clash,Gulf Clan,ELN,South America,Colombia,Antioquia,6.7776,-76.132,0
3.2623,-76.5425,7756330,15-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.2623,-76.5425,2
8.5403,-74.6301,7756343,15-Mar-21,2021,Battles,Armed clash,Gulf Clan,Los Caparros Gang,South America,Colombia,Sucre,8.5403,-74.6301,1
2.3992,-78.1901,7791324,15-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,2.3992,-78.1901,0
8.0818,-73.2217,7810507,15-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.0818,-73.2217,0
2.4638,-77.2356,7755981,14-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.4638,-77.2356,2
7.5801,-75.4014,7756265,14-Mar-21,2021,Violence against civilians,Attack,Los Caparros Gang,Civilians (Colombia),South America,Colombia,Antioquia,7.5801,-75.4014,1
4.0459,-76.1135,7756263,13-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,4.0459,-76.1135,0
7.065,-73.85,7756632,13-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Santander,7.065,-73.85,0
7.5783,-75.3524,7748404,12-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Antioquia,7.5783,-75.3524,0
6.9108,-75.9169,7748488,11-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Antioquia,6.9108,-75.9169,1
6.3035,-75.854,7748489,11-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Antioquia,6.3035,-75.854,0
5.8998,-76.1422,7748215,09-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,Guardia Indigena (Colombia),Civilians (Colombia),South America,Colombia,Choco,5.8998,-76.1422,0
7.4886,-74.8671,7748493,09-Mar-21,2021,Battles,Armed clash,Police Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Antioquia,7.4886,-74.8671,1
8.4905,-72.6397,7810535,09-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,Norte de Santander,8.4905,-72.6397,1
0.8592,-76.5801,7748211,07-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,0.8592,-76.5801,0
8.0517,-76.1495,7748393,06-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cordoba,8.0517,-76.1495,0
8.0818,-73.2217,7809424,06-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.0818,-73.2217,5
0.9062,-77.7923,7809425,06-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,0.9062,-77.7923,1
7.8644,-72.7165,7810583,06-Mar-21,2021,Battles,Armed clash,FARC Dissident,Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,7.8644,-72.7165,0
8.2475,-73.3558,7809423,05-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2475,-73.3558,1
7.724,-77.1421,7730833,04-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Choco,7.724,-77.1421,0
7.021,-75.9103,7730929,04-Mar-21,2021,Battles,Armed clash,FARC Dissident,Gulf Clan,South America,Colombia,Antioquia,7.021,-75.9103,0
7.8644,-72.7165,7810624,04-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,FARC Dissident,Civilians (Colombia),South America,Colombia,Norte de Santander,7.8644,-72.7165,0
7.5801,-75.4014,7730759,03-Mar-21,2021,Violence against civilians,Attack,Los Caparros Gang,Civilians (Colombia),South America,Colombia,Antioquia,7.5801,-75.4014,1
6.9777,-76.8175,7809421,03-Mar-21,2021,Battles,Armed clash,ELN,Gulf Clan,South America,Colombia,Antioquia,6.9777,-76.8175,0
4.0295,-74.3147,7982872,03-Mar-21,2021,Violence against civilians,Attack,FARC Dissident - Gentil Duarte Front,Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.0295,-74.3147,1
9.7895,-75.2693,7730757,02-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Bolivar,9.7895,-75.2693,3
1.9601,-72.6552,7748205,02-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Gentil Duarte Front,South America,Colombia,Guaviare,1.9601,-72.6552,12
7.5783,-75.3524,7791328,02-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.5783,-75.3524,2
4.0295,-74.3147,7982871,02-Mar-21,2021,Violence against civilians,Attack,FARC Dissident - Gentil Duarte Front,Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.0295,-74.3147,2
9.8966,-75.5736,7730755,01-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.8966,-75.5736,1
8.3585,-72.4792,7810439,01-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.3585,-72.4792,0
8.6395,-72.7359,7810658,01-Mar-21,2021,Battles,Armed clash,ELN,Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
