lat,lon,data_id,event_date,year,event_type,sub_event_type,actor1,actor2,region,country,admin1,lat,lon,fatalities
7.8888,-75.6718,8395478,23-Jul-21,2021,Battles,Armed clash,Gulf Clan,Los Caparros Gang,South America,Colombia,Cordoba,7.8888,-75.6718,0
1.2797,-75.2041,8402339,23-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,1.2797,-75.2041,1
11.5288,-72.9115,8402494,23-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,La Guajira,11.5288,-72.9115,1
4.536,-75.6808,8431105,23-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Quindio,4.536,-75.6808,3
2.0692,-77.0533,8395539,22-Jul-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.0692,-77.0533,0
3.4376,-76.519,8546815,22-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
-0.1919,-74.7825,8395366,21-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,-0.1919,-74.7825,1
7.3228,-73.0164,8395367,21-Jul-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Santander,7.3228,-73.0164,0
7.1716,-75.7647,8395480,21-Jul-21,2021,Battles,Armed clash,FARC Dissident - 18th Front,Gulf Clan,South America,Colombia,Antioquia,7.1716,-75.7647,0
5.6327,-73.5247,8395481,21-Jul-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Boyaca,5.6327,-73.5247,0
2.4638,-77.2356,8402476,21-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.4638,-77.2356,1
9.3644,-73.6022,8395358,20-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,9.3644,-73.6022,0
5.516,-76.9744,8395347,19-Jul-21,2021,Battles,Armed clash,ELN,Gulf Clan,South America,Colombia,Choco,5.516,-76.9744,0
3.529,-76.4998,8395531,19-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.529,-76.4998,2
6.5974,-75.011,8395345,18-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.5974,-75.011,4
2.331,-77.2353,8395346,18-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.331,-77.2353,1
3.0161,-76.4854,8395343,17-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.0161,-76.4854,3
3.1859,-76.6734,8395528,17-Jul-21,2021,Violence against civilians,Abduction/forced disappearance,FARC Dissident - Jaime Martinez,Civilians (Colombia),South America,Colombia,Valle del Cauca,3.1859,-76.6734,0
3.6569,-76.6886,8430296,17-Jul-21,2021,Battles,Armed clash,FARC Dissident - Jaime Martinez,Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.6569,-76.6886,0
7.0003,-76.263,8385438,16-Jul-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Antioquia,7.0003,-76.263,0
2.4638,-77.2356,8385451,16-Jul-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.4638,-77.2356,0
8.082,-72.8008,8395628,16-Jul-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.082,-72.8008,1
7.7858,-72.474,8395629,16-Jul-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Norte de Santander,7.7858,-72.474,2
4.536,-75.6808,8385252,15-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Quindio,4.536,-75.6808,1
3.8758,-77.0117,8385450,15-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,0
4.5855,-74.2145,8402492,15-Jul-21,2021,Violence against civilians,Sexual violence,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Cundinamarca,4.5855,-74.2145,0
2.7546,-76.6292,8385251,14-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.7546,-76.6292,1
3.022,-76.2404,8385440,14-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.022,-76.2404,1
2.35,-76.6842,8385441,14-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.35,-76.6842,1
3.2623,-76.5425,8385444,14-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.2623,-76.5425,1
8.4364,-73.2874,8385555,14-Jul-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - 33rd Front,South America,Colombia,Norte de Santander,8.4364,-73.2874,2
3.5905,-75.3831,8395342,14-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,3.5905,-75.3831,1
7.8939,-72.5078,8385245,13-Jul-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Norte de Santander,7.8939,-72.5078,5
6.9777,-76.8175,8385256,13-Jul-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Antioquia,6.9777,-76.8175,0
10.6328,-74.9211,8395341,13-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Atlantico,10.6328,-74.9211,1
3.4376,-76.519,8546813,12-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
1.8555,-78.3711,8385244,12-Jul-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Narino,1.8555,-78.3711,3
4.6165,-74.146,8385249,12-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.6165,-74.146,1
4.675,-75.7798,8385407,12-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.675,-75.7798,3
1.3351,-74.8472,8606683,11-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,1.3351,-74.8472,1
6.3039,-70.2043,8385247,11-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Arauca,6.3039,-70.2043,4
4.7588,-75.9423,8385248,11-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.7588,-75.9423,2
3.0161,-76.4854,8385309,11-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.0161,-76.4854,1
8.3609,-72.4103,8385554,11-Jul-21,2021,Battles,Armed clash,ELN,Gulf Clan,South America,Colombia,Norte de Santander,8.3609,-72.4103,2
10.4605,-73.2594,8377209,09-Jul-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Private Security Forces (Colombia),South America,Colombia,Cesar,10.4605,-73.2594,0
8.3148,-72.4863,8377471,09-Jul-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Norte de Santander,8.3148,-72.4863,1
8.2763,-73.8681,8377073,08-Jul-21,2021,Battles,Armed clash,ELN,FARC Dissident,South America,Colombia,Bolivar,8.2763,-73.8681,3
4.7852,-74.7626,8377074,08-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,4.7852,-74.7626,4
7.0003,-76.263,8377191,08-Jul-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Antioquia,7.0003,-76.263,1
4.7441,-74.0966,8377208,08-Jul-21,2021,Violence against civilians,Sexual violence,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.7441,-74.0966,0
8.2971,-74.4717,8377238,08-Jul-21,2021,Battles,Armed clash,ELN,FARC Dissident,South America,Colombia,Bolivar,8.2971,-74.4717,4
8.3609,-72.4103,8377470,08-Jul-21,2021,Battles,Armed clash,Gulf Clan,ELN,South America,Colombia,Norte de Santander,8.3609,-72.4103,0
3.3839,-74.0437,8377069,06-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,3.3839,-74.0437,4
2.1198,-74.7673,8377064,05-Jul-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Second Marquetalia,South America,Colombia,Caqueta,2.1198,-74.7673,5
6.7884,-72.837,8377065,05-Jul-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Santander,6.7884,-72.837,0
2.9597,-76.6934,8377242,05-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.9597,-76.6934,1
4.2155,-74.9818,8377247,05-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,4.2155,-74.9818,3
9.973,-73.8876,8606682,04-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,9.973,-73.8876,1
8.3217,-73.146,8377062,04-Jul-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.3217,-73.146,0
6.2496,-75.5774,8377207,04-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.2496,-75.5774,1
8.2971,-74.4717,8377057,03-Jul-21,2021,Battles,Armed clash,Gulf Clan,Military Forces of Colombia (2018-),South America,Colombia,Bolivar,8.2971,-74.4717,2
1.6179,-75.6086,8377058,03-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,1.6179,-75.6086,1
2.0405,-77.2159,8377059,03-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.0405,-77.2159,3
4.0853,-76.1977,8377177,03-Jul-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.0853,-76.1977,0
2.9597,-76.6934,8377241,03-Jul-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Jaime Martinez,South America,Colombia,Cauca,2.9597,-76.6934,1
8.6395,-72.7359,8377467,03-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,2
5.516,-76.9744,8367534,02-Jul-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Choco,5.516,-76.9744,1
4.0853,-76.1977,8367541,01-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.0853,-76.1977,1
3.1738,-76.2613,8367620,01-Jul-21,2021,Explosions/Remote violence,Grenade,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.1738,-76.2613,0
3.1661,-76.2035,8367624,01-Jul-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Dagoberto Ramos,South America,Colombia,Cauca,3.1661,-76.2035,1
8.6395,-72.7359,8367783,01-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
6.7971,-71.7686,8367435,30-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Arauca,6.7971,-71.7686,0
5.516,-76.9744,8367535,30-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Choco,5.516,-76.9744,0
7.7336,-75.8544,8367545,30-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Cordoba,7.7336,-75.8544,0
3.1201,-76.3099,8367621,30-Jun-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident,South America,Colombia,Cauca,3.1201,-76.3099,0
1.7653,-78.1811,8367438,29-Jun-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Narino,1.7653,-78.1811,1
3.529,-76.4998,8367608,29-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.529,-76.4998,1
8.3585,-72.4792,8367779,29-Jun-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Norte de Santander,8.3585,-72.4792,1
5.5529,-75.4687,8367788,29-Jun-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Caldas,5.5529,-75.4687,1
6.2839,-71.0977,8367560,28-Jun-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Arauca,6.2839,-71.0977,0
7.0039,-73.9125,8367916,28-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.0039,-73.9125,2
7.1503,-76.6315,8367493,27-Jun-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Choco,7.1503,-76.6315,0
4.2121,-76.1556,8367562,27-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.2121,-76.1556,1
10.3917,-75.4824,8367622,27-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,1
7.0728,-73.1683,8367915,27-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Santander,7.0728,-73.1683,1
3.4376,-76.519,8549374,27-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,10
3.4376,-76.519,8549378,26-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,3
11.1808,-72.6197,8367434,26-Jun-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,La Guajira,11.1808,-72.6197,0
10.8563,-74.7742,8367546,26-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Atlantico,10.8563,-74.7742,0
3.3283,-76.6385,8367610,26-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Valle del Cauca,3.3283,-76.6385,1
7.9774,-75.1983,8367611,26-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.9774,-75.1983,1
9.4025,-75.6813,8367612,26-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.4025,-75.6813,1
8.956,-73.6258,8395335,26-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cesar,8.956,-73.6258,3
2.1198,-74.7673,8395336,26-Jun-21,2021,Violence against civilians,Attack,FARC Dissident - Edison Cinco Mil Front,Civilians (Colombia),South America,Colombia,Caqueta,2.1198,-74.7673,5
7.8939,-72.5078,8402337,25-Jun-21,2021,Violence against civilians,Attack,FARC Dissident - 33rd Front,Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,0
3.015,-76.6427,8367436,25-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.015,-76.6427,2
8.9477,-74.1052,8367613,25-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,8.9477,-74.1052,1
4.7419,-74.0278,8266974,24-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.7419,-74.0278,0
7.8194,-72.4543,8267229,24-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8194,-72.4543,0
8.1928,-72.4953,8267237,24-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.1928,-72.4953,1
9.2686,-74.7702,8367623,24-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,9.2686,-74.7702,1
6.9639,-75.4188,8377054,24-Jun-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Antioquia,6.9639,-75.4188,1
3.8758,-77.0117,8266836,23-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,1
7.8194,-72.4543,8267234,23-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8194,-72.4543,1
8.6395,-72.7359,8267236,23-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
2.3302,-72.6272,8367542,23-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - Gentil Duarte Front,Civilians (Colombia),South America,Colombia,Guaviare,2.3302,-72.6272,0
7.0003,-76.263,8266829,22-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Antioquia,7.0003,-76.263,0
4.0853,-76.1977,8266993,22-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.0853,-76.1977,1
7.8939,-72.5078,8267005,22-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,0
2.9356,-75.2777,8267021,22-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.9356,-75.2777,1
1.8537,-76.0507,8267022,22-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,1.8537,-76.0507,0
10.9589,-74.7468,8267242,22-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,10.9589,-74.7468,1
7.1163,-73.1326,8267367,22-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Santander,7.1163,-73.1326,1
7.8939,-72.5078,8267003,21-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,7.8939,-72.5078,0
8.3585,-72.4792,8267227,21-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.3585,-72.4792,1
7.8939,-72.5078,8267230,21-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
8.2475,-73.3558,8267231,21-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Los Pelusos Gang,South America,Colombia,Norte de Santander,8.2475,-73.3558,1
6.9777,-76.8175,8367433,21-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Antioquia,6.9777,-76.8175,2
7.0003,-76.263,8266823,20-Jun-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Antioquia,7.0003,-76.263,1
4.1108,-76.1936,8266824,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.1108,-76.1936,1
8.6395,-72.7359,8267232,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
7.8333,-72.5057,8267233,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8333,-72.5057,1
7.8939,-72.5078,8267235,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
7.0796,-74.7016,8395334,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.0796,-74.7016,3
7.027,-71.4268,8266820,19-Jun-21,2021,Battles,Armed clash,ELN,Military Forces of Colombia (2018-),South America,Colombia,Arauca,7.027,-71.4268,1
10.3909,-73.0267,8266821,19-Jun-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Cesar,10.3909,-73.0267,1
8.0661,-76.6585,8266961,19-Jun-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Antioquia,8.0661,-76.6585,1
9.741,-75.5202,8267025,19-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.741,-75.5202,1
8.2476,-73.3328,8267228,19-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2476,-73.3328,1
8.6395,-72.7359,8267366,19-Jun-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
6.3341,-75.5547,8266818,18-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.3341,-75.5547,3
3.8758,-77.0117,8266819,18-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.8758,-77.0117,1
3.529,-76.4998,8267018,18-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.529,-76.4998,1
6.9539,-71.8723,8166725,17-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Arauca,6.9539,-71.8723,0
2.35,-76.6842,8166842,17-Jun-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Jaime Martinez,South America,Colombia,Cauca,2.35,-76.6842,0
3.529,-76.4998,8166894,17-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.529,-76.4998,1
8.5114,-77.2801,8166724,15-Jun-21,2021,Battles,Armed clash,Gulf Clan,Military Forces of Colombia (2018-),South America,Colombia,Choco,8.5114,-77.2801,0
4.7441,-74.0966,8166738,15-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.7441,-74.0966,1
8.2215,-75.4807,8166876,15-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cordoba,8.2215,-75.4807,0
11.2294,-74.1909,8166918,15-Jun-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Magdalena,11.2294,-74.1909,0
3.4376,-76.519,8549552,15-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-) UNP,South America,Colombia,Valle del Cauca,3.4376,-76.519,0
2.9356,-75.2777,8395333,15-Jun-21,2021,Violence against civilians,Attack,FARC Dissident - Second Marquetalia,Civilians (Colombia),South America,Colombia,Huila,2.9356,-75.2777,1
7.8939,-72.5078,8402336,15-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - 33rd Front,Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,7.8939,-72.5078,0
8.5768,-73.0948,8612803,15-Jun-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,,South America,Colombia,Norte de Santander,8.5768,-73.0948,0
10.6968,-73.3542,8166736,14-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,10.6968,-73.3542,1
0.4239,-76.906,8166737,14-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,0.4239,-76.906,1
8.4082,-75.5832,8166869,14-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,8.4082,-75.5832,1
11.0067,-74.2413,8166875,14-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.0067,-74.2413,1
3.529,-76.4998,8166927,14-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-) ESMAD,South America,Colombia,Valle del Cauca,3.529,-76.4998,0
10.7354,-75.2643,8166935,14-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.7354,-75.2643,1
7.8939,-72.5078,8167074,14-Jun-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
3.4376,-76.519,8546803,13-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,1
